v_bits	c2_bits	v_measured	c2_measured
302.06435	0.0	119.1	0.03
298.3859	95.4432	117.7	0.79
296.9857	194.66395	116.9	1.60
294.20715	292.69975	115.9	2.40
292.91445	396.2502	115.0	3.24
289.99285	492.1573	114.7	4.03
290.45025	493.1501	114.3	4.03
287.57825	590.6926	113.4	4.83
282.4643	784.79275	111.5	6.42
282.336	882.4358	111.0	7.19
