v_bits	c3_bits	v_measured	c3_measured
305.4929	0.0	119.2	0.03
303.0143	95.53555	118.4	.8
301.607	194.52135	117.9	1.60
298.74265	293.0143	116.9	2.41
295.71405	394.19305	115.6	3.22
293.05005	490.05005	114.4	4.01
290.10725	590.0	113.4	4.83
289.74975	688.90705	113.1	5.62
286.41415	788.7216	111.8	6.43
285.49285	787.19305	111.3	6.42
283.2431	880.07855	110.4	7.17
