v_bits	c4_bits	v_measured	c4_measured
304.54285	0.0	119.9	0.03
300.56435	96.00715	118.4	.8
298.3858	194.73545	117.6	1.6
295.77835	293.6214	116.7	2.41
295.2717	396.3146	116.2	3.24
293.9571	395.69975	115.7	3.23
292.1287	493.22165	114.8	4.02
289.82125	594.15015	113.9	4.85
288.47865	690.45005	113.5	5.64
285.00695	790.8573	112.6	6.47
285.49285	792.1501	112.3	6.46
283.3001	886.3857	111.4	7.22
