v_bits	c3_bits	v_measured	c3_measured
301.3003	0.0	118.7	0.03
299.5783	95.9142	117.7	.79
295.9714	194.3003	116.8	1.6
295.37155	293.6282	115.9	2.41
297.2287	294.99285	117.0	2.41
294.10725	396.3646	115.7	3.23
291.57125	493.493	114.6	4.02
290.09295	594.7283	114.1	4.85
286.9502	688.9287	113.3	5.63
287.37165	690.0071	113.0	5.62
285.17875	792.5428	112.1	6.45
281.94995	883.29285	111.2	7.21
