v_bits	c2_bits	v_measured	c2_measured
306.68555	0.0	119.8	0.03
302.7927	96.4644	118.3	.8
300.42875	195.9571	117.5	1.6
297.84275	295.0	116.5	2.41
296.7784	397.57855	116.1	3.24
294.9285	495.6998	115.1	4.03
291.80695	597.39285	113.9	4.85
289.9714	694.10715	113.0	5.62
287.29315	794.9714	112.1	6.44
286.19305	890.9215	111.7	7.22
