v_bits	c1_bits	v_measured	c1_measured
301.6144	0.0	118.8	0.04
304.6786	0.0	120.0	0.05
301.5143	95.44295	118.9	0.8
298.34315	193.6284	117.5	1.60
297.2145	292.42165	117.0	2.41
293.25025	394.51425	115.5	3.25
291.4004	491.429	114.6	4.04
290.0572	591.02145	114.3	4.85
286.75695	684.9214	113.0	5.62
285.34305	786.8358	112.5	6.46
283.1358	879.69275	111.6	7.22
