v_bits	c3_bits	v_measured	c3_measured
300.53565	0.0	119.0	0.04
297.0572	93.386	117.6	0.79
295.22165	189.84985	116.6	1.6
292.7499	286.3718	115.7	2.4
290.5427	388.0	114.8	3.23
289.2358	484.23585	114.2	4.03
285.9214	579.8144	113.3	4.83
283.714	673.8141	112.1	5.60
282.1144	777.0286	111.2	6.41
281.3286	873.1073	110.8	7.19
